0400 - Fornitore;t_cotp;NrOdA;t_odat;t_pono;t_item;4050 - Qta Ordinata (kg);4050 - Importo Ordinato
BP0004448;A01;OA0000295;14/10/2020;80;NSZV055D1TM2;116430;652517,96
BP0004448;A01;OA0000295;14/10/2020;90;NSZV060D1B22;57150;652517,96
BP0004448;A01;OA0000295;14/10/2020;100;NSZV060D1BG2;55920;652517,96
BP0004448;A01;OA0000295;14/10/2020;110;NSZV060D1GA2;31230;652517,96
BP0004448;A01;OA0000295;14/10/2020;120;NSZV060D1GA2;59410;652517,96
BP0004448;A01;OA0000295;14/10/2020;130;NSZV060D1SI2;67680;652517,96
BP0004448;A01;OA0000295;14/10/2020;140;NSZV060D1TM2;99340;652517,96
BP0004448;A01;OA0000295;14/10/2020;150;NSZV060D1TM2;67020;652517,96
BP0004448;A01;OA0000295;14/10/2020;160;NSZV080D1BG2;58470;652517,96
BP0004448;A01;OA0000295;14/10/2020;170;NSZV080D1BG2;61420;652517,96
BP0004448;A01;OA0000295;14/10/2020;180;NSZV080D1BG2;99960;652517,96
BP0004448;A01;OA0000295;14/10/2020;190;NSZV080D1GA2;73110;652517,96
BP0004448;A01;OA0000295;14/10/2020;200;NSZV080D1SI1;62590;652517,96
BP0004448;A01;OA0000295;14/10/2020;210;NSZV080D1TM2;67550;652517,96
BP0004448;A01;OA0000295;14/10/2020;220;NSZV080D1TM2;58610;652517,96
BP0004448;A01;OA0000295;14/10/2020;230;NSZV100D1SI1;40470;652517,96
BP0004448;A01;OA0000295;14/10/2020;240;NSZV150D1TM2;67960;652517,96
BP0004448;A01;OA0000295;14/10/2020;260;NSZV060D1B91;57634;652517,96
BP0004448;A01;OA0000295;14/10/2020;270;NSZV055D1BG1;9315;652517,96
BP0004448;A01;OA0000295;14/10/2020;280;NSZV055D1BG1;10005;652517,96
BP0004448;A01;OA0000295;14/10/2020;290;NSZV060D1BG2;8675;652517,96
BP0004448;A01;OA0000295;14/10/2020;300;NSZV060D1GA2;9035;652517,96
BP0004658;A01;OA0000296;14/10/2020;10;NSAI0603042B;18742;63022,74
BP0004658;A01;OA0000296;14/10/2020;20;NSAI070430BA;20173;63022,74
BP0003425;A01;OA0000297;14/10/2020;10;XXIMCAANIMA150;30960;48900
BP0004197;A01;OA0000298;14/10/2020;10;NSAV080CS1P;852;2940
BP0005319;A01;OA0000299;15/10/2020;10;NSAI0503042B;20468;218521,73
BP0005319;A01;OA0000299;15/10/2020;20;NSAI0603042B;63030;218521,73
BP0005319;A01;OA0000299;15/10/2020;30;NSAI0603042B;20095;218521,73
BP0005319;A01;OA0000299;15/10/2020;40;NSAI0803042B;25118;218521,73
BP0005319;A01;OA0000299;15/10/2020;50;NSAI1003042B;64724;218521,73
BP0004450;A01;OA0000300;15/10/2020;10;TQAI120441255200H;1935,021;3507
BP0004415;A01;OA0000301;15/10/2020;10;NSAI0503042B;60570;275688
BP0004415;A01;OA0000301;15/10/2020;20;NSAI1203042B;42270;275688
BP0004415;A01;OA0000301;15/10/2020;30;NSAI1003042B;16160;275688
BP0004415;A01;OA0000301;15/10/2020;40;NSAI2003042B;20495;275688
BP0004415;A01;OA0000301;15/10/2020;50;NSAI3003042B;20770;275688
BP0004658;A01;OA0000302;16/10/2020;10;NSAI0503042D;54650;310394,25
BP0004658;A01;OA0000302;16/10/2020;20;NSAI0503042D;19774;310394,25
BP0004658;A01;OA0000302;16/10/2020;30;NSAI0603042B;36786;310394,25
BP0004658;A01;OA0000302;16/10/2020;50;NSAI080430BA;19937;310394,25
BP0004658;A01;OA0000302;16/10/2020;60;NSAI100430BA;15466;310394,25
BP0004658;A01;OA0000302;16/10/2020;70;NSAI100430BA;19949;310394,25
BP0004658;A01;OA0000302;16/10/2020;80;NSAI120430BA;14959;310394,25
BP0004658;A01;OA0000302;16/10/2020;90;NSAI150430BA;15643;310394,25
BP0004658;A01;OA0000302;16/10/2020;100;NSAI200430BA;18653;310394,25
BP0003653;A01;OA0000303;16/10/2020;10;NSCU300DSCR;5442;32625
BP0004594;A01;OA0000304;16/10/2020;10;FOAL2001050FMAN1250X2500;8344;28288
BP0004594;A01;OA0000304;16/10/2020;20;FOAL3001050FMAN1500X3000;12264;28288
BP0004594;A01;OA0000304;16/10/2020;30;FOAL2001050FMAN1500X3000;8012;28288
BP0003735;A01;OA0000305;16/10/2020;10;NSAV080NE1L;6372;73436,1
BP0003735;A01;OA0000305;16/10/2020;20;NSAV080RS2L;6816;73436,1
BP0003735;A01;OA0000305;16/10/2020;30;NSAV100BP1L;6490;73436,1
BP0003735;A01;OA0000305;16/10/2020;40;NSAV100RS2L;6622;73436,1
BP0003653;A01;OA0000306;19/10/2020;10;FOCU250DSCR;1073;6200
BP0004182;A01;OA0000308;19/10/2020;10;XXIMPP1500;?;20878,5
BP0004182;A01;OA0000308;19/10/2020;20;XXIMPP125X200;2000;20878,5
BP0004182;A01;OA0000308;19/10/2020;30;XXIMPP150X300;4000;20878,5
BP0004182;A01;OA0000308;19/10/2020;40;XXIMPP120X220;2000;20878,5
BP0004182;A01;OA0000308;19/10/2020;50;XXIMPP1000;?;20878,5
BP0002105;A01;OA0000309;19/10/2020;10;XXIMLEFO150X300;357;25825
BP0002105;A01;OA0000309;19/10/2020;20;XXIMLEFO150X400;106;25825
BP0002105;A01;OA0000309;19/10/2020;30;XXIMLEFO150X500;29;25825
BP0002105;A01;OA0000309;19/10/2020;40;XXIMLEROTOLONI;538;25825
BP0002105;A01;OA0000309;19/10/2020;50;XXIMLE8X8X400;1068;25825
BP0003425;A01;OA0000310;19/10/2020;10;XXIMCAANIMA500;192;1766,4
BP0000649;A01;OA0000312;20/10/2020;10;ACCAVCOBR060;5;6,75
BP0003627;A01;OA0000313;20/10/2020;10;NSAV050CS1L;220;1450
BP0004906;A01;OA0000314;21/10/2020;10;NSAA150H1415N;3660;11430
BP0003735;A01;OA0000315;21/10/2020;10;NSAV070G71LS;6614;19285,5
BP0002529;A01;OA0000316;21/10/2020;10;NSPB050-1000-5000;270;650,7
BP0003653;A01;OA0000317;21/10/2020;10;FOCU030DSCR;2084;12500
BP0003130;A01;OA0000318;22/10/2020;10;NSAV100BG2L;21880;59470,72
BP0003130;A01;OA0000318;22/10/2020;20;NSAV100T81LW;11626;59470,72
BP0004594;A01;OA0000319;22/10/2020;10;NSAV080TM2L;33892;160080,63
BP0004594;A01;OA0000319;22/10/2020;20;NSAV080TM2L;21122;160080,63
BP0004594;A01;OA0000319;22/10/2020;30;NSAV100TM2L;10426;160080,63
BP0004594;A01;OA0000319;22/10/2020;40;NSAV100BG2L;20676;160080,63
BP0003758;A01;OA0000320;22/10/2020;10;NSAL1505754H111;6917;15909,1
BP0000808;A01;OA0000321;22/10/2020;10;ACCZVGOGA100;100;85,2
BP0003518;A01;OA0000322;22/10/2020;10;XXIMPEL1000BN;?;44936,5
BP0003518;A01;OA0000322;22/10/2020;20;XXIMPEL1500BN;?;44936,5
BP0003442;A01;OA0000323;22/10/2020;10;NSAI060304BA;2290;19011,3
BP0003442;A01;OA0000323;22/10/2020;20;NSAI050304BA;2510;19011,3
BP0003442;A01;OA0000323;22/10/2020;30;NSAI050304BA;1890;19011,3
BP0003442;A01;OA0000323;22/10/2020;40;NSAI050304BA;2780;19011,3
BP0003442;A01;OA0000323;22/10/2020;50;NSAI0703042B;2052;19011,3
BP0002519;A01;OA0000324;23/10/2020;10;NSAI0403042B;95584;802510,85
BP0002519;A01;OA0000324;23/10/2020;20;NSAI0603042B;91400;802510,85
BP0002519;A01;OA0000324;23/10/2020;30;NSAI0803042B;71918;802510,85
BP0002519;A01;OA0000324;23/10/2020;40;NSAI0803042B;151748;802510,85
BP0002519;A01;OA0000324;23/10/2020;50;NSAI0803042B;199490;802510,85
BP0002519;A01;OA0000324;23/10/2020;60;NSAI0804302B;95638;802510,85
BP0002519;A01;OA0000324;23/10/2020;70;FOAI6003042B;9489;802510,85
BP0002519;A01;OA0000324;23/10/2020;130;FOAI6003042B;30540;802510,85
BP0002519;A01;OA0000324;23/10/2020;140;NSAI0803042B;17806;802510,85
BP0005974;A01;OA0000325;23/10/2020;10;NSAI070304BA;25450;437282,24
BP0005974;A01;OA0000325;23/10/2020;20;NSAI080304BA;75148;437282,24
BP0005974;A01;OA0000325;23/10/2020;30;NSAI100304BA;21920;437282,24
BP0005974;A01;OA0000325;23/10/2020;40;NSAI100304BA;47720;437282,24
BP0005974;A01;OA0000325;23/10/2020;50;NSAI200304BA;118900;437282,24
BP0005974;A01;OA0000325;23/10/2020;60;NSAI080304BA;25640;437282,24
BP0005974;A01;OA0000325;23/10/2020;70;NSAI200304BA;17130;437282,24
BP0005438;A01;OA0000326;23/10/2020;10;NSAI060304BA;32451;217935,06
BP0005438;A01;OA0000326;23/10/2020;20;NSAI070304BA;16212;217935,06
BP0005438;A01;OA0000326;23/10/2020;30;NSAI080304BA;14416;217935,06
BP0005438;A01;OA0000326;23/10/2020;40;NSAI060316BA;28944;217935,06
BP0002050;A01;OA0000327;23/10/2020;10;NSAI3004302B;7355;8400
BP0004176;A01;OA0000328;23/10/2020;10;NSAI0803042B;163244;2384624,84
BP0004176;A01;OA0000328;23/10/2020;20;NSAI0803042B;190198;2384624,84
BP0004176;A01;OA0000328;23/10/2020;30;NSAI1003042B;16460;2384624,84
BP0004176;A01;OA0000328;23/10/2020;40;NSAI1003042B;15880;2384624,84
BP0004176;A01;OA0000328;23/10/2020;50;NSAI1003042B;81062;2384624,84
BP0004176;A01;OA0000328;23/10/2020;60;NSAI1003042B;20980;2384624,84
BP0004176;A01;OA0000328;23/10/2020;70;NSAI1003042B;93720;2384624,84
BP0004176;A01;OA0000328;23/10/2020;80;NSAI1203042B;42760;2384624,84
BP0004176;A01;OA0000328;23/10/2020;90;NSAI1203042B;23510;2384624,84
BP0004176;A01;OA0000328;23/10/2020;100;NSAI1503042B;13114;2384624,84
BP0004176;A01;OA0000328;23/10/2020;110;NSAI1503042B;83200;2384624,84
BP0004176;A01;OA0000328;23/10/2020;120;NSAI1503042B;73600;2384624,84
BP0004176;A01;OA0000328;23/10/2020;130;NSAI1503042B;43200;2384624,84
BP0004176;A01;OA0000328;23/10/2020;140;NSAI1503042B;195660;2384624,84
BP0004176;A01;OA0000328;23/10/2020;150;NSAI1503042B;200840;2384624,84
BP0004176;A01;OA0000328;23/10/2020;160;NSAI2003042B;62860;2384624,84
BP0004176;A01;OA0000328;23/10/2020;170;NSAI2003042B;86300;2384624,84
BP0004176;A01;OA0000328;23/10/2020;180;NSAI2003042B;115720;2384624,84
BP0004176;A01;OA0000328;23/10/2020;190;NSAI2003042B;81640;2384624,84
BP0004176;A01;OA0000328;23/10/2020;200;NSAI2503042B;29600;2384624,84
BP0004176;A01;OA0000328;23/10/2020;210;NSAI2503042B;20780;2384624,84
BP0004176;A01;OA0000328;23/10/2020;220;NSAI2503042B;21486;2384624,84
BP0004176;A01;OA0000328;23/10/2020;230;NSAI3003042B;15600;2384624,84
BP0004176;A01;OA0000328;23/10/2020;240;NSAI3003042B;21080;2384624,84
BP0004176;A01;OA0000328;23/10/2020;250;NSAI3003042B;21520;2384624,84
BP0004176;A01;OA0000328;23/10/2020;260;NSAI2503162B;66238;2384624,84
BP0004176;A01;OA0000328;23/10/2020;270;NSAI3003162B;37436;2384624,84
BP0004176;A01;OA0000328;23/10/2020;280;NSAI080316BA;26312;2384624,84
BP0004176;A01;OA0000328;23/10/2020;290;NSAI100316BA;30440;2384624,84
BP0004176;A01;OA0000328;23/10/2020;300;NSAI2004302B;87860;2384624,84
BP0004176;A01;OA0000328;23/10/2020;310;NSAI3004302B;75320;2384624,84
BP0004176;A01;OA0000328;23/10/2020;320;NSAI1003042B;0;2384624,84
BP0004176;A01;OA0000328;23/10/2020;330;NSAI2004302B;90020;2384624,84
BP0004176;A01;OA0000328;23/10/2020;340;NSAI3004302B;69896;2384624,84
BP0004176;A01;OA0000328;23/10/2020;350;NSAI3003162B;6472;2384624,84
BP0004176;A01;OA0000328;23/10/2020;360;NSAI2003042B;8070;2384624,84
BP0004176;A01;OA0000328;23/10/2020;370;NSAI1003042B;8670;2384624,84
BP0004176;A01;OA0000328;23/10/2020;380;NSAI1003042B;8630;2384624,84
BP0004176;A01;OA0000328;23/10/2020;390;NSAI1003042B;16620;2384624,84
BP0004176;A01;OA0000328;23/10/2020;400;NSAI2003042B;16710;2384624,84
BP0004176;A01;OA0000328;23/10/2020;410;NSAI3004302B;6730;2384624,84
BP0004176;A01;OA0000328;23/10/2020;420;NSAI2003042B;8510;2384624,84
BP0004176;A01;OA0000328;23/10/2020;430;NSAI3004302B;8300;2384624,84
BP0004176;A01;OA0000328;23/10/2020;440;NSAI1003042B;24520;2384624,84
BP0004176;A01;OA0000328;23/10/2020;450;NSAI1003042B;8450;2384624,84
BP0004176;A01;OA0000328;23/10/2020;460;NSAI0803042B;12875;2384624,84
BP0004224;A01;OA0000329;23/10/2020;10;XXOLIOEVANE;600;2544
BP0003969;A01;OA0000330;23/10/2020;10;XXIMPEL1000LMA;?;29442,88
BP0003969;A01;OA0000330;23/10/2020;20;XXIMPEL1250LMA;?;29442,88
BP0004229;A01;OA0000331;23/10/2020;10;NSAI050304BA;58243;230861,76
BP0004229;A01;OA0000331;23/10/2020;20;NSAI070304BA;14062;230861,76
BP0004229;A01;OA0000331;23/10/2020;30;NSAI120304BA;14411;230861,76
BP0004229;A01;OA0000331;23/10/2020;40;NSAI120304BA;15907;230861,76
BP0003518;A01;OA0000332;26/10/2020;10;XXIMPEL0842BN;?;9671,76
BP0002519;A01;OA0000333;26/10/2020;10;FOAI500304F1;9740;144377,76
BP0002519;A01;OA0000333;26/10/2020;20;FOAI600304F1;16564;144377,76
BP0002519;A01;OA0000333;26/10/2020;30;FOAI800304F1;40272;144377,76
BP0002519;A01;OA0000333;26/10/2020;40;FOAI10M304F1;39412;144377,76
BP0002519;A01;OA0000333;26/10/2020;50;FOAI12M304F1;20600;144377,76
BP0002519;A01;OA0000333;26/10/2020;60;FOAI600304F1;11274;144377,76
BP0004658;A01;OA0000334;27/10/2020;10;NSAI080430BA;156572;425456,12
BP0004658;A01;OA0000334;27/10/2020;20;NSAI100430BA;78487;425456,12
BP0004658;A01;OA0000334;27/10/2020;30;NSAI120430BA;19083;425456,12
BP0004658;A01;OA0000334;27/10/2020;40;NSAI150430BA;14537;425456,12
BP0004658;A01;OA0000334;27/10/2020;50;NSAI1004302B;39043;425456,12
BP0004658;A01;OA0000334;27/10/2020;60;NSAI1204302B;15582;425456,12
BP0004658;A01;OA0000334;27/10/2020;70;NSAI3004302B;101766;425456,12
BP0004658;A01;OA0000334;27/10/2020;80;NSAI200430BA;12825;425456,12
BP0004658;A01;OA0000334;27/10/2020;90;NSAI1004302B;7170;425456,12
BP0000610;A01;OA0000335;27/10/2020;10;ACCAVGOTM080X080;10;17,2
BP0004646;A01;OA0000336;27/10/2020;10;XXACEETILE;250;487,5
BP0004500;A01;OA0000337;27/10/2020;10;NSAI0603042B;126282;130070,46
BP0004197;A01;OA0000338;27/10/2020;10;FOAV100CS1P;803;2810,5
BP0006107;A01;OA0000340;28/10/2020;10;NSAI1203162B;39540;135388,8
BP0006107;A01;OA0000340;28/10/2020;20;FOAI4003042B;13265;135388,8
BP0006107;A01;OA0000340;28/10/2020;30;FOAI400430F1;42320;135388,8
BP0006107;A01;OA0000340;28/10/2020;40;FOAI500430F1;18375;135388,8
BP0006107;A01;OA0000340;28/10/2020;50;FOAI500430F1;9697;135388,8
BP0006107;A01;OA0000340;28/10/2020;60;FOAI4003042B;7880;135388,8
BP0006107;A01;OA0000341;28/10/2020;10;NSAI0503042B;208484;871293,04
BP0006107;A01;OA0000341;28/10/2020;20;NSAI0603042B;200812;871293,04
BP0006107;A01;OA0000341;28/10/2020;30;NSAI0703042B;46796;871293,04
BP0006107;A01;OA0000341;28/10/2020;40;NSAI0603042B;205788;871293,04
BP0006107;A01;OA0000341;28/10/2020;50;NSAI0703042B;38138;871293,04
BP0006107;A01;OA0000341;28/10/2020;60;NSAI0604302B;186076;871293,04
BP0006107;A01;OA0000341;28/10/2020;70;NSAI1004302B;54338;871293,04
BP0003897;A01;OA0000342;28/10/2020;10;PICU200ECRU25R;3024;24477
BP0003897;A01;OA0000342;28/10/2020;20;PICU400ECRU25V;523;24477
BP0001372;A01;OA0000343;28/10/2020;10;NSAV060BR2L;5906;269512,09
BP0001372;A01;OA0000343;28/10/2020;20;NSAV070BR2L;28492;269512,09
BP0001372;A01;OA0000343;28/10/2020;30;NSAV080BR2L;16638;269512,09
BP0001372;A01;OA0000343;28/10/2020;40;NSAV080BR2L;6430;269512,09
BP0001372;A01;OA0000343;28/10/2020;50;NSAV080BR2L;12238;269512,09
BP0001372;A01;OA0000343;28/10/2020;60;NSAV100BR2L;5487;269512,09
BP0001372;A01;OA0000343;28/10/2020;70;NSAV200BR2L;8984;269512,09
BP0001395;A01;OA0000344;29/10/2020;10;NSZV070D1VE1;2964;2940
BP0005405;A01;OA0000345;29/10/2020;10;NSZN060D1275;9664;6474,88
BP0003653;A01;OA0000346;29/10/2020;10;NSCU250DSCR;2200;13736
BP0003735;A01;OA0000347;29/10/2020;20;NSAV100B91L;6474;17095
BP0003735;A01;OA0000347;29/10/2020;30;NSAV150B91L-3G;6732;17095
BP0003735;A01;OA0000347;29/10/2020;40;NSAV080NE1L;6876;17095
BP0003960;A01;OA0000348;29/10/2020;10;NSAL1001050H24;29920;97637,83
BP0003960;A01;OA0000348;29/10/2020;20;NSAL1501050H24;4705;97637,83
BP0003960;A01;OA0000348;29/10/2020;30;NSAL1501050H24;17860;97637,83
BP0003960;A01;OA0000348;29/10/2020;40;NSAL2001050H24;5720;97637,83
BP0003960;A01;OA0000348;29/10/2020;50;NSAL2001050H24;19770;97637,83
BP0003938;A01;OA0000349;29/10/2020;10;NSAL0801050H24;24156;61347,64
BP0003938;A01;OA0000349;29/10/2020;20;NSAL0801050H24GOF;5453;61347,64
BP0003938;A01;OA0000349;29/10/2020;30;NSAL1201050H24;9694;61347,64
BP0003938;A01;OA0000349;29/10/2020;40;NSAL1201050H24;10400;61347,64
BP0000808;A01;OA0000350;29/10/2020;10;ACCAVGOGA100;1000;7808,95
BP0000808;A01;OA0000350;29/10/2020;20;ACCAVGOGA080;300;7808,95
BP0000808;A01;OA0000350;29/10/2020;30;ACCAVGOTM120;48;7808,95
BP0000808;A01;OA0000350;29/10/2020;40;ACCAVGOTM100;2000;7808,95
BP0000808;A01;OA0000350;29/10/2020;50;ACCAVGOTM080;500;7808,95
BP0000808;A01;OA0000350;29/10/2020;70;ACCAVGOMA100F2;100;7808,95
BP0000808;A01;OA0000350;29/10/2020;80;ACCZNGO10072A;500;7808,95
BP0000808;A01;OA0000350;29/10/2020;90;ACCZNGO08072A;200;7808,95
BP0000808;A01;OA0000350;29/10/2020;100;ACCZVGOTM120;64;7808,95
BP0000808;A01;OA0000350;29/10/2020;110;ACCZVGOTM100;1000;7808,95
BP0000808;A01;OA0000350;29/10/2020;120;ACCZVGOTM080;300;7808,95
BP0000808;A01;OA0000350;29/10/2020;130;ACCZVGOTM060;300;7808,95
BP0000808;A01;OA0000350;29/10/2020;140;ACCZVGOGA100;500;7808,95
BP0000808;A01;OA0000350;29/10/2020;150;ACCZVGOGA080;350;7808,95
BP0000808;A01;OA0000350;29/10/2020;160;ACCZVGOSI100;200;7808,95
BP0000808;A01;OA0000350;29/10/2020;170;ACCZVGOSI080;100;7808,95
BP0000808;A01;OA0000350;29/10/2020;180;ACCAVGOGA100F3;100;7808,95
BP0000808;A01;OA0000350;29/10/2020;190;ACCAVGOTM100F3;200;7808,95
BP0000808;A01;OA0000350;29/10/2020;200;ACCZVGOTM100F3;100;7808,95
BP0000808;A01;OA0000350;29/10/2020;210;ACCAVGOGA060;200;7808,95
BP0000808;A01;OA0000350;29/10/2020;220;ACCAVGOTM060;300;7808,95
BP0000808;A01;OA0000350;29/10/2020;230;ACCZVGOGA060;200;7808,95
BP0000808;A01;OA0000350;29/10/2020;240;ACCAVGOTM080F3;100;7808,95
BP0000808;A01;OA0000350;29/10/2020;250;XXIMLEEURO;8;7808,95
BP0001338;A01;OA0000351;29/10/2020;10;NFAL080F3P5;895,3055556;19566,4
BP0001338;A01;OA0000351;29/10/2020;20;NFZN060D1F3P5;336,4079729;19566,4
BP0001338;A01;OA0000351;29/10/2020;30;NFZV060D1B9-F3P5;227,6950806;19566,4
BP0001338;A01;OA0000351;29/10/2020;40;NFZV060D1GA-F3P5;160,7675997;19566,4
BP0006110;A01;OA0000353;29/10/2020;10;TTCU150285S;895,4999961;8033,31
BP0003242;A01;OA0000354;30/10/2020;10;NSAL0803105H16;14960;97902
BP0003242;A01;OA0000354;30/10/2020;20;NSAL0503105H16;6560;97902
BP0003242;A01;OA0000354;30/10/2020;30;NSAL0603105H16;7406;97902
BP0003242;A01;OA0000354;30/10/2020;40;NSAL1205754H111;9646;97902
BP0003242;A01;OA0000354;30/10/2020;50;NSAL3005754H111;9758;97902
BP0002014;A01;OA0000355;30/10/2020;10;FOAI300304FIR;748;1862,6
BP0002014;A01;OA0000355;30/10/2020;20;XXIMLEFO150X400;1;1862,6
BP0004594;A01;OA0000356;30/10/2020;10;NSAV080GA2L;5038;251699,84
BP0004594;A01;OA0000356;30/10/2020;20;NSAV080GA2L;4250;251699,84
BP0004594;A01;OA0000356;30/10/2020;30;NSAV080TM2L;10369;251699,84
BP0004594;A01;OA0000356;30/10/2020;40;NSAV080TM2L;4734;251699,84
BP0004594;A01;OA0000356;30/10/2020;50;NSAV100GA2L;20474;251699,84
BP0004594;A01;OA0000356;30/10/2020;60;NSAV100TM2L;78196;251699,84
BP0004594;A01;OA0000356;30/10/2020;70;NSAV100TM2L;10134;251699,84
BP0004594;A01;OA0000356;30/10/2020;80;NSAV100TM2L;5478;251699,84
BP0004534;A02;OA0000357;02/11/2020;10;XXIMCAAN50X90X3;6000;6670
BP0004534;A02;OA0000357;02/11/2020;20;XXIMCAAN60X60X3;50000;6670
BP0002923;A02;OA0000358;02/11/2020;10;XXIMPE200BALL;?;160
BP0003845;A02;OA0000359;02/11/2020;10;XXIMFEREGGIA;5598;3600
BP0004448;A01;OA0000360;02/11/2020;10;NSZN055D1200;54640;19943,6
BP0004448;A01;OA0000361;02/11/2020;10;NSZN060D1275;55590;222515,54
BP0004448;A01;OA0000361;02/11/2020;20;NSZN075D1275;62680;222515,54
BP0004448;A01;OA0000361;02/11/2020;30;NSZN080D1275;57140;222515,54
BP0004448;A01;OA0000361;02/11/2020;40;NSZN080D1275;41230;222515,54
BP0004448;A01;OA0000361;02/11/2020;50;NSZN080D1275;95080;222515,54
BP0004448;A01;OA0000361;02/11/2020;60;NSZN100D1275;56400;222515,54
BP0004448;A01;OA0000361;02/11/2020;70;NSZN100D1275;38410;222515,54
BP0004448;A01;OA0000361;02/11/2020;80;NSZN150D1275;53700;222515,54
BP0004448;A01;OA0000361;02/11/2020;90;NSZN200D1275;58500;222515,54
BP0004448;A01;OA0000361;02/11/2020;100;NSZN120D1275;60840;222515,54
BP0004448;A01;OA0000361;02/11/2020;110;NSZN080D1275;8345;222515,54
BP0004448;A01;OA0000361;02/11/2020;120;NSZN080D1275;7505;222515,54
BP0004448;A01;OA0000361;02/11/2020;130;NSZN100D1275;9345;222515,54
BP0004448;A01;OA0000362;03/11/2020;10;NSZN040D1100;64570;162927,17
BP0004448;A01;OA0000362;03/11/2020;20;NSZN060D1100;89500;162927,17
BP0004448;A01;OA0000362;03/11/2020;30;NSZN080D1100;55450;162927,17
BP0004448;A01;OA0000362;03/11/2020;40;NSZN080D1100;54480;162927,17
BP0004448;A01;OA0000362;03/11/2020;50;NSZN120D1100;66170;162927,17
BP0004448;A01;OA0000362;03/11/2020;60;NSZN200D1100;77100;162927,17
BP0004448;A01;OA0000362;03/11/2020;70;NSZN300D1100;52940;162927,17
BP0004448;A01;OA0000362;03/11/2020;80;NSZN060D1100;8140;162927,17
BP0004450;A01;OA0000363;04/11/2020;10;NSAI1503042B;201960;191000
BP0001372;A01;OA0000364;05/11/2020;10;NSAV080GR2L;2578;19260,83
BP0001372;A01;OA0000364;05/11/2020;20;NSAV080GR2L;3426;19260,83
BP0003735;A01;OA0000365;05/11/2020;10;NSAV080B91L;5448;279144,38
BP0003735;A01;OA0000365;05/11/2020;20;NSAV100B91L;10794;279144,38
BP0003735;A01;OA0000365;05/11/2020;30;NSAV100B91L;6710;279144,38
BP0003735;A01;OA0000365;05/11/2020;40;NSAV100B92L;6704;279144,38
BP0003735;A01;OA0000365;05/11/2020;50;NSAV120B91L;6540;279144,38
BP0003735;A01;OA0000365;05/11/2020;60;NSAV120B91L;7172;279144,38
BP0003735;A01;OA0000365;05/11/2020;70;NSAV080G71L;5372;279144,38
BP0003735;A01;OA0000365;05/11/2020;80;NSAV080G71L;6644;279144,38
BP0003735;A01;OA0000365;05/11/2020;90;NSAV100G71L;6404;279144,38
BP0003735;A01;OA0000365;05/11/2020;100;NSAV080M81L;6640;279144,38
BP0003735;A01;OA0000365;05/11/2020;110;NSAV080SI1L;4904;279144,38
BP0003735;A01;OA0000365;05/11/2020;120;NSAV080SI1L;6728;279144,38
BP0003735;A01;OA0000365;05/11/2020;130;NSAV100SI1L;5098;279144,38
BP0003735;A01;OA0000365;05/11/2020;140;NSAV100SI1L;12956;279144,38
BP0003735;A01;OA0000365;05/11/2020;150;NSAV100GA1L;5270;279144,38
BP0003735;A01;OA0000365;05/11/2020;160;NSAV100RS2L;5166;279144,38
BP0004710;A01;OA0000366;05/11/2020;10;NSAZ060D1;16390;111817,77
BP0004710;A01;OA0000366;05/11/2020;20;NSAZ060D1;22190;111817,77
BP0004710;A01;OA0000366;05/11/2020;30;NSAZ080D1;44880;111817,77
BP0004710;A01;OA0000366;05/11/2020;40;NSAZ080D1;21120;111817,77
BP0004710;A01;OA0000366;05/11/2020;50;NSAZ100D1;21540;111817,77
BP0004710;A01;OA0000366;05/11/2020;60;NSAZ150D1;21790;111817,77
BP0004710;A01;OA0000366;05/11/2020;70;NSAZ200D1;21840;111817,77
BP0003442;A01;OA0000367;05/11/2020;10;NSAI060304BA;2438;17297,6
BP0003442;A01;OA0000367;05/11/2020;20;NSAI040430BA;1960;17297,6
BP0003442;A01;OA0000367;05/11/2020;30;NSAI060304BA;2488;17297,6
BP0003442;A01;OA0000367;05/11/2020;40;NSAI050304BA;2230;17297,6
BP0003442;A01;OA0000367;05/11/2020;50;NSAI080304BA;1930;17297,6
BP0002923;A02;OA0000368;05/11/2020;10;XXIMPE250A;697,5;11025
BP0002923;A02;OA0000368;05/11/2020;20;XXIMPE250A;690,5;11025
BP0002923;A02;OA0000368;05/11/2020;30;XXIMPE250A;688;11025
BP0002923;A02;OA0000368;05/11/2020;40;XXIMPE250A;692,5;11025
BP0002923;A02;OA0000368;05/11/2020;50;XXIMPE250A;696,5;11025
BP0002923;A02;OA0000368;05/11/2020;60;XXIMPE250A;685;11025
BP0003653;A01;OA0000369;05/11/2020;10;NSOT100Z37SCR;3491;19731
BP0004394;A01;OA0000370;05/11/2020;10;NSAL1003003H111;6896;38090,76
BP0004394;A01;OA0000370;05/11/2020;20;NSAL1003003H111;6792;38090,76
BP0005427;A01;OA0000371;05/11/2020;10;FOAI250430BA;2210;3485,5
BP0005427;A01;OA0000371;05/11/2020;20;XXIMLEFO125X300;2;3485,5
BP0000681;A01;OA0000372;05/11/2020;10;ACCAVBACL080SA;200;90
BP0004594;A01;OA0000373;06/11/2020;10;NSAV070BG2L;10812;120140,52
BP0004594;A01;OA0000373;06/11/2020;20;NSAV080BG2L;10016;120140,52
BP0004594;A01;OA0000373;06/11/2020;30;NSAV080BG2L;20500;120140,52
